17930
1	1	733.677	497	0 121 9 2 229 135 102 24 220 203 0
1	2	737.771	492	0 237 163 147 127 248 90 211 33 113 136 0
1	3	786.659	484	0 54 193 17 224 59 183 12 72 84 55 0
1	4	391.699	461	0 204 191 221 130 36 166 133 185 137 0
1	5	301.016	414	0 125 73 13 167 58 235 57 0
1	6	858.854	491	0 112 233 66 47 150 16 176 61 238 230 189 43 62 0
1	7	853.542	456	0 195 5 71 205 83 10 65 175 207 79 228 124 0
1	8	655.735	488	0 162 69 223 242 19 96 131 80 89 106 53 0
1	9	806.685	481	0 170 123 118 213 168 122 219 64 78 129 31 0
1	10	389.799	449	0 173 206 3 38 39 42 217 0
1	11	454.436	484	0 82 32 146 114 157 101 26 49 30 0
1	12	365.604	432	0 103 225 198 190 214 56 241 0
1	13	797.442	490	0 226 197 249 40 15 52 75 201 11 18 1 0
1	14	390.692	171	0 153 8 177 27 148 194 0
2	1	1108.69	500	0 68 107 88 92 159 208 63 35 174 46 231 161 0
2	2	1496.2	489	0 188 7 41 234 116 192 209 181 115 218 50 51 21 247 0
2	3	613.209	494	0 149 151 128 145 117 158 212 0
2	4	709.887	448	0 67 29 120 105 77 14 210 111 171 243 200 186 0
2	5	871.808	481	0 34 154 180 144 165 23 97 99 199 95 240 0
2	6	463.03	477	0 156 179 227 126 98 178 246 0
2	7	374.076	462	0 70 142 138 140 172 119 239 245 0
2	8	564.047	488	0 86 94 196 143 187 6 160 139 76 0
2	9	689.214	496	0 85 232 104 182 216 81 22 184 91 0
2	10	910.737	454	0 202 20 236 93 155 110 25 28 0
2	11	826.278	494	0 4 100 45 134 108 44 37 141 87 164 74 0
2	12	691.142	476	0 109 60 152 215 48 244 169 132 0
2	13	88.0227	57	0 222 0
