6016.27
1	1	216.084	60	0 6 14 22 30 38 73 355 320 312 317 36 28 20 12 4 0
1	2	136.569	52	0 2 10 18 26 25 17 9 1 0
1	3	114.049	50	0 5 13 21 29 19 11 3 0
1	4	136.569	52	0 7 15 23 31 32 24 16 8 0
2	1	193.417	51	0 47 55 56 64 72 80 118 77 69 61 53 0
2	2	160.16	57	0 45 48 63 71 79 70 62 54 46 0
2	3	190.711	56	0 42 50 58 66 74 39 40 75 67 59 51 43 0
2	4	161.29	54	0 41 49 57 65 357 76 68 60 52 44 0
3	1	204.853	60	0 81 89 97 105 113 158 150 151 159 114 106 98 90 82 0
3	2	147.8	53	0 85 93 101 109 117 107 99 91 83 0
3	3	290.226	59	0 92 100 108 116 110 102 94 95 103 111 119 120 112 104 96 0
3	4	54.1421	48	0 88 87 86 84 0
4	1	221.701	57	0 124 132 140 148 156 37 153 145 137 129 146 138 130 0
4	2	102.426	48	0 126 134 142 143 135 127 0
4	3	242.978	55	0 131 139 133 141 149 157 160 115 152 144 136 128 0
4	4	54.1421	48	0 121 122 123 125 0
5	1	161.29	54	0 167 175 183 191 199 154 190 182 174 166 0
5	2	152.558	51	0 164 172 180 169 177 194 186 178 170 0
5	3	316.488	60	0 173 181 171 179 187 195 197 189 200 155 147 192 184 176 168 0
5	4	54.1421	48	0 161 162 163 165 0
6	1	208.929	60	0 202 211 219 227 235 193 185 188 196 237 229 221 213 205 0
6	2	161.701	53	0 204 212 220 228 238 230 222 214 206 0
6	3	136.766	51	0 203 210 218 226 234 217 209 201 0
6	4	210.226	59	0 208 216 224 232 240 198 35 27 34 239 231 223 215 207 0
7	1	196.084	58	0 245 253 261 269 277 236 225 233 275 267 259 251 243 0
7	2	170.711	54	0 241 249 257 265 273 274 266 258 250 242 0
7	3	210.226	59	0 248 256 264 272 280 33 315 307 314 279 271 263 255 247 0
7	4	147.8	53	0 244 252 260 268 276 270 262 254 246 0
8	1	189.574	57	0 287 295 303 311 319 345 353 318 310 302 294 286 0
8	2	188.929	55	0 281 289 297 305 278 313 316 308 300 292 284 0
8	3	114.049	50	0 285 293 301 309 304 296 288 0
8	4	114.049	50	0 282 290 298 306 299 291 283 0
9	1	170.711	54	0 326 334 342 350 358 356 348 340 332 324 0
9	2	241.849	55	0 333 341 349 331 339 347 354 346 338 330 337 329 0
9	3	188.929	55	0 327 335 343 351 359 360 78 352 344 336 328 0
9	4	54.1421	48	0 325 323 322 321 0
