911.468
1	1	80.9829	92	0 100 42 43 15 57 2 13 89 6 0
1	2	29.6106	98	0 16 93 99 59 92 37 98 0
1	3	81.52	100	0 5 60 18 83 8 46 45 17 84 61 0
1	4	37.4574	96	0 96 94 95 97 87 0
1	5	48.4591	90	0 86 38 14 44 91 0
1	6	4.47214	41	0 85 0
2	1	67.8502	99	0 54 80 68 29 24 55 25 4 0
2	2	51.4265	88	0 21 40 58 53 26 12 0
2	3	50.5299	91	0 39 67 23 56 0
2	4	37.0327	83	0 72 75 41 22 74 73 0
3	1	57.0633	100	0 33 81 79 3 77 76 0
3	2	97.8951	98	0 66 65 71 35 34 78 50 0
3	3	62.0975	100	0 70 30 51 9 20 32 10 0
3	4	93.3692	100	0 90 63 64 49 36 47 82 0
3	5	57.8728	98	0 62 11 19 48 7 88 0
3	6	53.8288	84	0 1 69 28 27 52 31 0
