908.518
1	1	69.5304	97	0 84 17 86 38 44 16 0
1	2	34.7373	99	0 5 61 85 98 99 0
1	3	53.1973	89	0 83 8 82 48 46 45 0
1	4	42.6712	94	0 60 93 59 96 6 89 18 0
2	1	81.5543	100	0 24 29 78 34 35 81 33 50 76 0
2	2	27.9716	92	0 77 3 79 68 80 0
2	3	47.8591	84	0 54 26 53 28 12 0
2	4	67.494	83	0 55 25 67 39 4 0
3	1	58.6767	91	0 2 41 22 23 56 75 74 0
3	2	74.8134	98	0 57 15 43 42 14 91 100 37 92 13 0
3	3	29.0868	85	0 87 97 95 94 0
3	4	34.3982	72	0 73 72 21 40 58 0
4	1	81.9028	100	0 70 20 66 65 71 9 51 0
4	2	93.5194	100	0 11 64 49 36 47 19 0
4	3	54.0701	91	0 31 88 62 7 52 27 69 0
4	4	57.0352	83	0 10 63 90 32 30 1 0
