Run 10
0, 100000000, 0, 1, 0, alpha='100', beta='0.001', bound='2.0', crossoverRate='0.6', elitism='0.01', interAttemptRate='10', interMutationRate='0.25', intraMutationRate='0.2', populationSize='400', probBestIndividual='0.8', probReversal='0.33', probSingle='0.33'
0.1, 6770.0, 1, 1, 1000000000.0, alpha='100', beta='0.001', bound='2.0', crossoverRate='0.6', elitism='0.01', interAttemptRate='10', interMutationRate='0.25', intraMutationRate='0.2', populationSize='400', probBestIndividual='0.8', probReversal='0.33', probSingle='0.33'
0.30000000000000004, 6752.0, 1, 1, 1000000000.0, alpha='10', beta='0.001', bound='3.0', crossoverRate='0.6', elitism='0.15', interAttemptRate='10', interMutationRate='1.0', intraMutationRate='0.1', populationSize='50', probBestIndividual='0.9', probReversal='0.0', probSingle='0.25'
0.8999999999999999, 6632.0, 1, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='1.0', probReversal='0.50', probSingle='0.25'
1.2, 6507.0, 1, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
1.3, 6523.0, 2, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
1.6000000000000003, 6470.333333333333, 3, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
2.2000000000000006, 6497.5, 4, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
2.400000000000001, 6497.8, 5, 1, 1000000000.0, alpha='100', beta='10.0', bound='1.5', crossoverRate='0.6', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
4.899999999999999, 6449.8, 5, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
4.999999999999998, 6455.333333333333, 6, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.099999999999998, 6473.142857142857, 7, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.1999999999999975, 6467.875, 8, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.299999999999997, 6468.888888888889, 9, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.399999999999997, 6465.5, 10, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.4999999999999964, 6451.909090909091, 11, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.599999999999996, 6446.0, 12, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
5.699999999999996, 6433.153846153846, 13, 1, 1000000000.0, alpha='150', beta='10.0', bound='1.5', crossoverRate='0.75', elitism='0.1', interAttemptRate='20', interMutationRate='0.5', intraMutationRate='0.5', populationSize='100', probBestIndividual='0.6', probReversal='0.50', probSingle='0.25'
