3982.18
1	1	134.486	494	0 128 161 179 63 180 93 187 45 14 0
1	2	126.812	336	0 105 171 181 169 243 6 165 0
1	3	300.627	490	0 85 222 37 116 126 44 199 200 216 46 91 50 88 247 77 0
1	4	197.077	472	0 178 210 41 110 60 158 159 134 51 67 0
1	5	102.173	478	0 92 109 20 227 29 97 132 0
1	6	124.397	443	0 174 143 212 107 98 240 117 0
1	7	68.8958	310	0 111 236 22 120 23 48 196 0
2	1	84.4581	450	0 225 241 11 235 82 157 249 43 223 0
2	2	185.593	499	0 242 122 146 84 135 190 123 118 3 16 52 219 15 233 0
2	3	181.393	496	0 203 101 114 148 26 9 153 248 121 89 167 13 238 0
2	4	107.248	472	0 42 197 194 80 113 103 168 175 66 56 0
2	5	190.748	479	0 47 55 17 24 40 127 147 201 78 32 226 0
2	6	117.944	499	0 176 136 59 162 75 102 39 38 0
2	7	134.805	495	0 62 237 177 69 163 224 64 125 193 0
2	8	63.8151	316	0 214 57 131 10 0
3	1	146.597	498	0 228 53 65 206 220 36 183 58 83 0
3	2	144.642	500	0 18 30 207 166 213 8 112 96 73 198 204 54 0
3	3	236.802	500	0 124 61 90 205 31 1 229 71 33 72 185 19 0
3	4	125.869	485	0 12 49 130 129 221 211 133 5 79 191 0
3	5	200.04	495	0 27 195 2 170 230 189 106 150 217 0
3	6	40.7735	106	0 173 137 0
4	1	168.047	495	0 28 239 218 184 192 144 246 7 160 0
4	2	122.275	473	0 172 186 21 138 100 145 81 4 0
4	3	188.55	441	0 99 70 232 202 139 231 68 142 234 209 115 0
4	4	181.248	487	0 245 94 151 86 149 119 35 182 95 0
4	5	183.725	498	0 164 140 74 215 104 141 25 208 152 156 0
4	6	123.136	399	0 188 34 87 154 76 155 108 244 0
