4859.27
1	1	153.528	492	0 73 207 72 185 19 79 191 204 0
1	2	326.677	497	0 27 173 124 49 61 90 211 205 31 1 229 71 33 213 112 0
1	3	240.074	486	0 195 83 65 228 53 130 129 221 12 133 5 198 0
1	4	143.967	467	0 193 101 13 167 89 153 9 26 148 114 125 0
1	5	279.223	498	0 242 56 47 55 17 24 40 127 147 201 78 32 0
1	6	91.1159	498	0 163 224 82 235 11 57 203 64 0
1	7	161.766	478	0 135 84 16 52 162 59 75 219 15 102 0
1	8	208.979	492	0 241 80 113 168 175 226 136 176 233 39 237 177 69 0
1	9	169.212	494	0 190 123 118 3 8 96 166 30 18 137 54 0
1	10	130.763	481	0 62 249 157 225 43 223 38 122 146 0
1	11	179.292	459	0 214 131 238 10 42 197 194 103 66 0
1	12	195.335	499	0 230 248 121 106 189 220 206 217 0
1	13	118.68	449	0 170 58 150 36 183 2 0
2	1	216.44	497	0 200 107 212 151 86 149 94 245 46 0
2	2	159.803	498	0 161 187 45 14 98 240 117 174 0
2	3	190.42	498	0 208 160 81 244 100 186 140 141 0
2	4	286.894	495	0 165 67 51 134 159 158 60 110 41 210 111 236 22 0
2	5	268.836	490	0 25 104 74 215 126 116 199 179 93 77 247 88 50 91 0
2	6	274.786	491	0 209 99 70 232 202 139 231 68 142 234 138 21 172 0
2	7	250.228	493	0 4 108 155 76 154 87 34 182 35 239 152 0
2	8	131.354	489	0 180 63 216 184 218 119 192 144 0
2	9	189.079	467	0 44 105 227 109 20 29 97 132 85 0
2	10	167.611	480	0 120 23 48 196 92 178 143 128 0
2	11	176.452	470	0 156 28 95 188 115 145 164 7 246 0
2	12	148.756	448	0 37 6 243 169 181 171 222 0
