2579.25
1	1	188.929	55	0 3 11 19 27 153 35 34 26 18 10 2 0
1	2	114.049	50	0 8 16 24 29 21 13 5 0
1	3	196.084	58	0 7 15 23 31 39 74 65 73 38 30 22 14 6 0
1	4	170.711	54	0 1 9 17 25 33 36 28 20 12 4 0
2	1	136.569	52	0 42 50 58 66 67 59 51 43 0
2	2	128.482	51	0 44 52 60 68 76 57 49 41 0
2	3	170.711	54	0 47 55 63 71 79 78 70 62 54 46 0
2	4	102.426	48	0 45 53 61 64 56 48 0
3	1	204.853	60	0 84 92 100 108 116 77 69 72 80 118 110 102 94 86 0
3	2	127.8	50	0 82 90 98 105 97 89 81 0
3	3	170.711	54	0 87 95 103 111 119 120 112 104 96 88 0
3	4	128.482	51	0 83 91 99 117 109 101 93 85 0
4	1	204.853	60	0 128 136 144 152 160 115 107 106 114 159 151 143 135 127 0
4	2	216.084	60	0 126 134 142 150 158 113 75 40 32 37 156 148 140 132 124 0
4	3	147.8	53	0 121 129 137 145 154 146 138 130 122 0
4	4	170.711	54	0 123 131 139 147 155 157 149 141 133 125 0
