3900.84
1	1	127.8	50	0 2 10 18 27 19 11 3 0
1	2	128.482	51	0 4 12 20 28 36 17 9 1 0
1	3	161.29	54	0 5 13 21 29 37 156 32 24 16 8 0
1	4	136.569	52	0 6 14 22 30 31 23 15 7 0
2	1	136.569	52	0 43 51 59 67 69 61 53 45 0
2	2	224.76	54	0 48 56 64 55 63 71 79 78 70 62 54 0
2	3	248.482	59	0 52 60 68 76 49 57 65 73 38 39 74 66 58 50 42 0
2	4	54.1421	48	0 47 46 44 41 0
3	1	209.574	59	0 81 89 97 105 113 75 40 158 150 114 106 98 90 82 0
3	2	196.084	58	0 84 92 100 108 116 77 72 80 118 110 102 94 86 0
3	3	128.482	51	0 83 91 99 117 109 101 93 85 0
3	4	170.711	54	0 88 96 104 112 120 119 111 103 95 87 0
4	1	114.049	50	0 124 132 140 148 142 134 126 0
4	2	189.574	57	0 127 135 143 151 159 107 115 160 152 144 136 128 0
4	3	127.8	50	0 122 130 138 145 137 129 121 0
4	4	128.482	51	0 125 133 141 149 157 139 131 123 0
5	1	216.084	60	0 166 174 182 190 198 153 35 240 232 237 196 188 180 172 164 0
5	2	170.711	54	0 165 173 181 189 197 195 187 179 171 163 0
5	3	147.8	53	0 162 170 178 186 194 185 177 169 161 0
5	4	204.853	60	0 167 175 183 191 199 154 146 147 155 200 192 184 176 168 0
6	1	204.853	60	0 207 215 223 231 239 34 26 25 33 238 230 222 214 206 0
6	2	188.929	55	0 203 211 219 227 193 235 234 226 218 210 202 0
6	3	114.049	50	0 205 213 221 229 224 216 208 0
6	4	170.711	54	0 204 212 220 228 236 233 225 217 209 201 0
