5816.19
1	1	229.574	60	0 6 14 22 30 65 73 38 320 312 36 28 20 12 4 0
1	2	189.574	57	0 2 10 18 26 34 230 238 33 25 17 9 1 0
1	3	216.084	60	0 8 16 24 32 40 158 113 75 67 74 39 31 23 15 7 0
1	4	114.049	50	0 3 11 19 29 21 13 5 0
2	1	114.049	50	0 42 50 58 66 57 49 41 0
2	2	196.084	58	0 44 52 60 68 76 357 352 360 78 70 62 54 46 0
2	3	188.929	55	0 48 56 64 72 118 80 79 71 63 55 47 0
2	4	114.049	50	0 43 51 59 69 61 53 45 0
3	1	204.853	60	0 83 91 99 107 115 160 152 151 159 114 106 98 90 82 0
3	2	161.29	54	0 84 92 100 108 116 77 105 97 89 81 0
3	3	170.711	54	0 88 96 104 112 120 117 109 101 93 85 0
3	4	147.8	53	0 87 95 103 111 119 110 102 94 86 0
4	1	161.29	54	0 126 134 142 150 37 156 148 140 132 124 0
4	2	102.426	48	0 121 129 137 138 130 122 0
4	3	147.8	53	0 123 131 139 147 157 149 141 133 125 0
4	4	102.426	48	0 128 136 144 143 135 127 0
5	1	170.711	54	0 163 171 179 187 195 194 186 178 170 162 0
5	2	188.929	55	0 165 173 181 189 197 200 155 192 184 176 168 0
5	3	204.853	60	0 166 174 182 190 198 153 145 146 154 199 191 183 175 167 0
5	4	102.426	48	0 161 169 177 180 172 164 0
6	1	189.574	57	0 207 215 223 231 239 27 35 240 232 224 216 208 0
6	2	204.853	60	0 205 213 221 229 237 196 188 185 193 235 227 219 211 203 0
6	3	188.929	55	0 201 209 217 225 275 233 234 226 218 210 202 0
6	4	114.049	50	0 204 212 220 228 222 214 206 0
7	1	161.29	54	0 243 251 259 267 236 277 269 261 253 245 0
7	2	170.711	54	0 241 249 257 265 273 274 266 258 250 242 0
7	3	147.8	53	0 244 252 260 268 276 270 262 254 246 0
7	4	102.426	48	0 247 255 263 264 256 248 0
8	1	188.929	55	0 284 292 300 308 316 313 278 305 297 289 281 0
8	2	102.426	48	0 287 295 303 302 294 286 0
8	3	128.482	51	0 285 293 301 309 317 304 296 288 0
8	4	204.853	60	0 282 290 298 306 314 279 271 272 280 315 307 299 291 283 0
9	1	254.259	60	0 335 343 351 359 344 336 341 349 355 347 339 331 323 0
9	2	204.853	60	0 321 329 337 345 353 318 310 311 319 354 346 338 330 322 0
9	3	170.711	54	0 326 334 342 350 358 356 348 340 332 324 0
9	4	54.1421	44	0 325 333 328 327 0
