4277.64
1	1	114.298	451	0 227 20 109 158 60 110 41 210 0
1	2	199.556	492	0 143 45 77 86 149 94 50 91 93 187 0
1	3	183.04	477	0 105 132 97 67 32 78 226 136 176 233 75 181 0
1	4	113.604	398	0 85 171 59 162 169 222 0
1	5	220.972	494	0 37 165 6 243 52 219 15 102 16 116 126 199 44 0
1	6	210.027	498	0 236 23 120 200 180 152 156 208 246 141 25 0
1	7	243.203	435	0 29 134 159 147 127 40 24 201 51 0
1	8	79.061	319	0 196 174 48 128 22 0
1	9	174.597	499	0 111 179 46 218 184 192 144 216 63 0
1	10	115.204	455	0 14 107 98 240 117 178 92 0
1	11	259.454	493	0 161 239 35 119 245 151 247 88 212 0
2	1	216.719	497	0 203 57 66 168 47 55 17 175 56 242 38 0
2	2	172.856	490	0 11 241 235 82 249 177 112 96 73 198 204 0
2	3	172.523	500	0 101 193 157 43 62 146 123 118 3 8 190 0
2	4	224.395	478	0 36 83 217 195 69 237 135 84 39 122 223 225 0
2	5	126.376	497	0 2 58 183 150 189 106 121 248 0
2	6	208.834	490	0 148 220 206 65 228 53 124 137 18 54 173 27 0
2	7	156.035	491	0 214 131 10 80 113 103 194 197 42 238 0
2	8	95.9334	467	0 114 13 167 89 153 9 26 230 170 0
2	9	66.1324	342	0 125 64 163 224 0
3	1	185.499	497	0 81 4 188 95 28 182 34 87 154 76 155 70 0
3	2	161.313	457	0 234 205 31 71 229 1 139 202 231 232 142 68 0
3	3	202.925	465	0 138 186 172 140 164 160 7 74 104 215 213 0
3	4	87.5455	493	0 209 99 108 244 115 145 100 21 0
3	5	149.145	467	0 211 90 61 221 129 130 49 12 133 5 33 0
3	6	138.395	464	0 72 185 19 166 207 30 191 79 0
