4805.02
1	1	186.579	478	0 167 89 248 121 106 189 150 183 2 0
1	2	237.633	500	0 173 137 18 30 12 124 53 228 58 230 9 148 114 0
1	3	164.393	496	0 146 102 15 219 59 52 16 3 118 0
1	4	112.597	460	0 69 177 237 62 249 223 38 242 82 0
1	5	291.56	500	0 39 233 136 24 40 127 147 162 75 84 135 123 0
1	6	309.891	491	0 19 185 72 33 234 71 229 1 31 205 61 133 5 204 0
1	7	108.935	495	0 193 101 203 57 214 241 225 157 224 0
1	8	145.358	461	0 27 83 206 65 220 36 217 195 0
1	9	258.375	498	0 43 122 176 226 32 78 201 17 175 55 47 168 103 0
1	10	126.045	458	0 190 8 213 112 96 166 207 198 73 0
1	11	179.635	480	0 235 11 131 238 10 42 197 194 80 113 66 56 0
1	12	141.231	494	0 125 170 26 153 13 64 163 0
1	13	202.689	497	0 191 79 211 90 221 129 130 49 54 0
2	1	224.504	497	0 227 20 109 60 158 29 132 169 165 0
2	2	152.055	493	0 180 46 91 50 245 218 184 239 144 0
2	3	285.809	496	0 97 134 159 51 67 171 181 243 6 0
2	4	222.977	482	0 208 172 21 138 99 70 108 244 154 87 34 0
2	5	144.91	482	0 25 141 126 116 215 104 74 140 164 160 246 0
2	6	183.945	489	0 200 161 187 45 212 247 88 77 93 216 0
2	7	180.866	495	0 182 95 188 4 115 145 100 186 7 0
2	8	284.66	496	0 28 76 155 232 202 139 231 68 142 209 81 0
2	9	198.221	498	0 37 222 85 105 110 41 210 178 92 44 199 0
2	10	155.991	444	0 22 120 23 174 98 117 240 107 14 143 0
2	11	111.776	426	0 63 179 128 48 196 236 111 0
2	12	194.382	500	0 156 35 119 149 86 151 94 192 152 0
