5179.52
1	1	302.645	485	0 198 12 90 129 53 228 189 106 121 248 0
1	2	393.879	497	0 54 30 130 221 133 5 166 96 3 16 75 201 78 0
1	3	153.528	492	0 73 207 72 185 19 79 191 204 0
1	4	340.769	500	0 27 173 124 49 61 211 205 31 1 229 71 33 213 112 8 0
1	5	122.484	486	0 2 170 58 220 36 217 0
1	6	188.105	483	0 64 193 203 57 238 10 42 197 194 80 103 66 0
1	7	155.245	496	0 114 148 230 26 9 153 89 167 13 101 125 0
1	8	276.077	497	0 43 223 242 56 55 17 24 40 127 147 32 226 0
1	9	180.113	477	0 195 183 150 83 206 65 137 18 0
1	10	167.234	497	0 190 123 118 135 84 52 162 59 219 15 177 0
1	11	209.708	484	0 69 237 146 102 233 176 136 175 47 168 113 0
1	12	116.524	490	0 249 62 122 39 38 225 157 224 0
1	13	96.3155	406	0 163 82 235 241 11 131 214 0
2	1	216.44	497	0 200 107 212 151 86 149 94 245 46 0
2	2	159.803	498	0 161 187 45 14 98 240 117 174 0
2	3	203.328	484	0 182 34 154 100 186 140 141 0
2	4	178.812	498	0 156 28 95 188 115 145 4 164 7 246 0
2	5	286.894	495	0 165 67 51 134 159 158 60 110 41 210 111 236 22 0
2	6	244.854	479	0 152 239 35 87 76 155 108 244 81 160 208 0
2	7	280.839	491	0 172 21 138 209 99 70 232 202 139 231 68 142 234 0
2	8	268.836	490	0 91 50 88 247 77 93 179 199 116 126 215 74 104 25 0
2	9	131.354	489	0 144 192 119 218 184 216 63 180 0
2	10	167.611	480	0 120 23 48 196 92 178 143 128 0
2	11	189.361	467	0 44 85 132 97 29 227 20 109 105 0
2	12	148.756	448	0 37 6 243 169 181 171 222 0
