3804.24
1	1	222.075	194	0 174 46 125 60 53 193 171 133 75 198 34 0
1	2	237.687	189	0 81 3 172 15 57 127 106 82 173 14 142 42 144 100 0
1	3	157.936	182	0 164 129 77 138 1 89 84 113 85 151 92 0
1	4	171.938	198	0 105 180 197 110 179 183 147 124 45 17 192 99 104 137 0
1	5	187.261	179	0 87 38 140 44 98 102 26 112 52 148 0
1	6	246.607	188	0 196 5 91 158 176 70 153 156 4 155 76 132 0
1	7	224.913	178	0 31 152 37 74 56 39 195 20 30 63 131 0
1	8	216.208	178	0 188 62 161 160 90 50 185 169 122 108 0
1	9	211.882	181	0 59 19 11 126 71 51 116 13 88 182 194 0
1	10	164.918	200	0 111 47 168 8 114 18 28 191 141 118 0
1	11	247.25	181	0 115 145 178 146 96 58 128 167 107 159 103 0
1	12	186.684	186	0 149 154 9 65 136 135 33 68 94 7 0
1	13	320.855	197	0 175 109 95 61 86 43 41 21 157 29 79 97 166 6 0
1	14	327.308	200	0 36 64 181 10 54 12 80 150 93 16 2 139 187 83 199 0
1	15	166.288	171	0 130 55 25 170 23 186 184 101 163 134 177 0
1	16	272.562	199	0 189 49 143 123 22 67 165 24 121 78 35 66 120 0
1	17	241.867	185	0 69 32 162 40 27 190 48 72 73 117 119 0
