3928.19
1	1	147.8	53	0 3 11 19 27 37 29 21 13 5 0
1	2	102.426	48	0 1 9 17 18 10 2 0
1	3	147.8	53	0 4 12 20 28 36 30 22 14 6 0
1	4	102.426	48	0 8 16 24 23 15 7 0
2	1	188.929	55	0 41 49 57 65 38 73 76 68 60 52 44 0
2	2	170.711	54	0 47 55 63 71 79 78 70 62 54 46 0
2	3	204.853	60	0 42 50 58 66 74 39 31 32 40 75 67 59 51 43 0
2	4	114.049	50	0 45 53 61 69 64 56 48 0
3	1	170.711	54	0 88 96 104 112 120 117 109 101 93 85 0
3	2	199.919	56	0 84 92 100 108 116 77 113 158 105 97 89 81 0
3	3	210.711	57	0 86 94 102 110 72 80 118 119 111 103 95 87 0
3	4	102.426	48	0 83 91 99 98 90 82 0
4	1	204.853	60	0 128 136 144 152 160 115 107 106 114 159 151 143 135 127 0
4	2	188.929	55	0 123 131 139 147 200 155 157 149 141 133 125 0
4	3	147.8	53	0 124 132 140 148 156 150 142 134 126 0
4	4	147.8	53	0 121 129 137 145 154 146 138 130 122 0
5	1	247.997	60	0 166 174 182 183 191 199 192 184 176 197 189 181 173 0
5	2	189.574	57	0 161 169 177 185 193 235 227 196 188 180 172 164 0
5	3	170.711	54	0 163 171 179 187 195 194 186 178 170 162 0
5	4	54.1421	44	0 167 175 168 165 0
6	1	209.574	59	0 205 213 221 229 237 190 198 153 35 240 232 224 216 208 0
6	2	204.853	60	0 206 214 222 230 238 33 25 26 34 239 231 223 215 207 0
6	3	170.711	54	0 204 212 220 228 236 233 225 217 209 201 0
6	4	128.482	51	0 203 211 219 234 226 218 210 202 0
