1035.66
1	1	60.6128	97	0 2 74 75 22 41 15 57 87 0
1	2	43.1672	89	0 97 37 98 85 91 100 0
1	3	62.6579	99	0 42 14 44 16 61 93 92 0
1	4	101.764	99	0 43 38 86 17 84 5 60 6 0
1	5	75.94	100	0 21 72 4 25 55 54 12 0
1	6	54.8853	96	0 58 40 26 53 89 13 0
1	7	34.6442	95	0 95 59 99 96 94 0
1	8	73.682	100	0 73 56 39 67 23 0
2	1	80.2831	99	0 76 68 29 24 80 28 27 0
2	2	52.773	99	0 1 50 77 3 79 81 0
2	3	84.7446	94	0 88 7 82 8 46 45 83 18 52 69 0
2	4	99.5406	96	0 90 63 11 64 49 36 47 0
2	5	53.2482	99	0 31 62 19 48 0
2	6	63.3761	99	0 70 30 20 66 32 10 0
2	7	94.3413	97	0 33 78 34 35 65 71 9 51 0
